Age,Gender,Stream,Internships,CGPA,Hostel,HistoryOfBacklogs,PlacedOrNot,Communication Skills,Aptitude Skills,Technical Skills ,Projects,Java,C++,C,Python,Data Structure,Machine learning ,Data Science,Full stack,Networking,Cyber Security,AI,Robotics,IOT
19,Male,Mechanical,0,7,1,0,0,86,54,64,9,1,1,1,1,0,0,1,1,1,1,1,0,0
22,Male,Electronics And Communication,1,6,0,0,0,68,57,61,5,0,1,1,0,0,1,1,0,1,1,1,0,0
19,Male,Civil,0,6,0,0,0,55,59,68,8,1,0,1,1,1,1,0,1,0,0,1,0,1
22,Male,Information Technology,2,8,0,0,1,55,91,85,6,0,1,1,1,1,1,1,1,1,0,1,1,1
20,Male,Computer Science,1,8,0,0,1,55,82,69,8,0,1,0,0,1,1,0,1,0,1,1,1,0
20,Male,Electronics And Communication,0,6,0,0,0,60,97,91,7,0,0,1,1,0,1,0,0,0,0,1,0,1
19,Male,Civil,1,7,0,0,0,70,89,65,9,1,1,0,0,1,1,0,1,1,0,0,0,1
22,Male,Information Technology,0,8,0,1,1,40,90,80,4,0,1,1,0,0,0,1,0,1,0,1,1,1
21,Male,Electrical,1,8,0,0,1,45,72,72,8,0,1,1,1,1,0,0,0,0,0,0,1,0
21,Male,Civil,0,7,0,1,0,47,70,65,1,0,0,0,1,0,0,1,0,0,0,1,0,1
22,Male,Mechanical,0,6,1,1,0,74,74,60,2,1,1,0,0,1,0,0,0,0,1,1,1,1
20,Male,Information Technology,0,8,0,0,1,77,70,60,6,1,1,0,0,0,1,0,1,1,1,0,0,1
19,Female,Mechanical,1,6,1,0,0,86,70,65,5,1,1,0,0,1,1,1,0,0,1,1,0,0
22,Female,Computer Science,2,7,1,0,0,70,70,70,4,1,1,1,0,1,0,1,1,1,0,0,0,0
22,Male,Mechanical,0,6,1,0,0,48,60,65,8,1,0,1,1,1,1,0,1,0,0,1,1,0
20,Male,Civil,0,6,0,0,0,60,40,60,9,0,0,1,0,1,1,0,0,0,1,1,0,0
20,Male,Computer Science,1,7,0,0,0,47,55,45,6,0,1,0,1,1,1,0,1,0,0,0,0,1
21,Male,Computer Science,2,6,0,0,1,67,80,87,7,1,0,1,1,0,1,1,1,1,1,0,1,0
20,Male,Computer Science,0,7,0,0,0,59,82,80,8,1,1,0,0,0,0,1,0,1,0,0,0,1
19,Male,Computer Science,1,8,0,0,1,56,78,82,9,0,1,0,1,0,1,1,0,1,1,0,0,0
21,Male,Electrical,1,6,0,0,0,89,80,78,9,1,1,0,0,1,0,0,1,1,0,0,0,0
22,Male,Mechanical,0,6,1,0,0,80,39,47,6,0,1,0,0,1,1,1,1,1,0,1,0,1
21,Male,Electrical,0,7,1,0,0,57,64,62,11,0,1,1,0,1,1,0,1,0,0,1,0,0
22,Male,Electronics And Communication,0,8,0,0,1,64,42,46,6,1,1,0,0,0,0,1,1,0,0,1,1,1
21,Male,Electrical,0,7,0,0,0,74,64,62,5,0,1,0,1,0,1,1,0,0,1,1,1,1
22,Male,Electronics And Communication,1,6,0,0,0,74,54,52,7,1,1,1,1,1,1,0,0,0,0,1,1,1
20,Male,Mechanical,1,8,1,0,1,40,56,54,5,1,0,0,1,0,0,0,0,0,1,0,0,1
21,Male,Computer Science,1,6,0,0,0,60,80,74,8,0,1,0,0,0,0,0,0,0,1,1,0,0
20,Male,Civil,1,8,0,0,1,76,78,79,10,1,1,1,0,0,1,1,0,1,0,0,1,1
22,Male,Civil,0,6,0,0,0,25,54,54,7,0,0,1,0,0,1,1,1,1,1,0,1,0
21,Male,Computer Science,0,8,0,1,1,27,68,65,4,1,0,1,0,0,0,1,0,1,0,0,1,1
21,Male,Civil,0,6,1,0,0,24,75,76,5,1,0,1,0,0,1,1,1,0,0,1,0,0
19,Male,Computer Science,1,6,0,0,0,28,24,30,2,0,0,0,0,1,1,1,1,1,0,0,0,1
22,Male,Civil,0,6,1,0,0,26,20,40,1,1,0,0,1,1,1,1,0,0,1,0,1,1
19,Male,Civil,1,8,0,0,1,23,26,27,5,1,1,0,0,1,1,0,0,1,1,1,1,1
21,Male,Computer Science,1,6,0,0,0,25,26,31,7,1,0,0,1,1,0,0,0,1,0,1,0,1
20,Male,Computer Science,1,7,0,0,0,26,20,18,9,1,1,0,1,1,1,1,1,0,0,0,0,0
19,Male,Electrical,0,8,0,1,1,31,31,21,6,0,1,0,0,1,1,0,0,0,0,1,0,0
20,Male,Information Technology,1,8,0,0,1,32,21,28,7,0,0,1,1,1,0,1,1,1,0,1,0,0
20,Male,Computer Science,1,6,0,0,0,36,29,31,2,1,0,1,0,0,0,0,1,0,0,1,1,1
22,Male,Mechanical,0,8,0,0,1,39,26,36,4,1,1,1,0,1,1,1,1,1,0,0,1,1
19,Male,Electronics And Communication,1,8,0,0,1,34,21,21,2,0,0,0,1,0,0,1,1,1,1,1,0,0
19,Male,Civil,0,6,0,0,0,37,21,21,5,1,0,1,0,0,0,1,0,1,1,1,1,0
19,Male,Civil,0,8,1,1,1,32,25,17,6,0,0,1,0,1,1,0,0,1,1,0,0,1
20,Male,Mechanical,0,8,1,0,1,50,26,14,8,0,0,0,1,0,0,1,1,1,1,0,0,0
19,Male,Electronics And Communication,0,8,0,0,1,51,23,14,2,0,0,1,1,0,1,1,0,1,0,0,1,0
22,Male,Information Technology,0,6,0,0,0,41,24,18,8,1,0,0,0,0,1,1,1,1,1,1,1,0
28,Male,Computer Science,0,6,0,0,1,12,28,19,6,1,1,0,1,0,1,1,1,0,1,1,0,1
22,Male,Computer Science,1,7,0,0,0,19,29,16,8,1,0,1,1,1,0,0,1,1,0,1,1,0
22,Male,Information Technology,0,6,0,0,0,31,32,17,6,1,0,0,1,1,0,0,1,0,1,0,1,1
19,Male,Electronics And Communication,1,6,1,0,0,28,31,14,8,1,0,1,1,0,0,0,1,1,0,0,1,1
19,Male,Computer Science,1,7,0,0,0,24,34,17,5,0,1,0,1,1,0,0,1,0,1,1,1,0
21,Male,Computer Science,0,7,0,0,0,26,36,16,6,0,1,0,0,1,1,1,1,1,0,0,1,1
22,Male,Mechanical,1,6,0,0,0,28,12,19,9,0,1,1,1,1,0,1,0,0,0,0,1,1
20,Male,Electronics And Communication,1,7,0,0,0,27,21,18,5,0,0,0,0,1,0,0,1,0,0,0,1,1
19,Male,Mechanical,0,8,1,0,1,29,25,17,8,1,1,0,0,0,1,1,1,1,1,1,0,1
22,Male,Civil,0,7,0,0,0,27,27,35,6,1,1,1,0,1,1,1,1,1,1,0,1,1
21,Male,Electrical,0,8,0,0,1,25,36,36,8,1,1,0,1,1,1,0,1,0,1,0,0,1
20,Male,Mechanical,0,7,1,1,0,21,35,32,7,0,0,1,0,0,1,1,0,0,0,1,0,1
19,Male,Mechanical,1,8,1,0,1,21,32,24,9,0,0,0,1,1,1,0,0,1,1,0,1,0
21,Male,Information Technology,1,6,0,0,0,24,31,35,4,1,1,0,1,0,0,0,1,1,0,1,1,0
19,Male,Mechanical,1,8,0,1,1,21,27,28,8,0,0,1,1,1,1,1,1,0,1,0,1,1
19,Male,Computer Science,0,7,0,1,0,23,26,27,1,0,0,0,0,0,1,1,0,1,1,0,1,1
22,Male,Civil,1,6,1,0,0,25,26,26,2,0,0,0,0,0,1,1,1,0,1,1,1,0
19,Female,Computer Science,1,6,1,0,0,20,25,21,6,0,0,0,0,0,0,1,0,0,0,0,0,0
22,Male,Information Technology,1,8,0,0,1,21,21,25,5,0,1,0,0,1,1,1,0,0,0,1,1,0
19,Male,Electrical,2,8,0,1,1,24,14,12,4,0,1,1,0,1,1,0,1,1,1,0,1,0
21,Female,Mechanical,1,6,1,1,0,26,14,21,8,0,1,0,0,1,0,1,0,1,0,0,1,0
21,Male,Electrical,0,7,0,0,0,25,12,21,9,1,0,1,1,0,0,0,0,0,0,0,0,1
20,Male,Electrical,0,8,0,1,1,24,17,23,6,0,1,0,1,0,0,1,0,1,0,0,1,0
20,Male,Mechanical,1,8,1,0,1,24,16,10,7,1,1,0,0,1,0,1,0,0,1,1,0,0
19,Male,Computer Science,2,6,0,0,1,21,15,14,8,0,0,1,1,0,1,1,0,0,1,0,0,1
21,Male,Information Technology,0,6,0,1,0,23,14,11,9,0,0,1,1,0,1,1,1,1,1,1,1,0
22,Male,Information Technology,1,7,0,0,0,20,13,12,9,0,0,0,0,1,1,0,1,0,1,0,1,1
22,Male,Civil,1,8,0,0,1,10,12,13,6,0,0,1,0,1,0,1,0,1,0,1,1,1
21,Male,Computer Science,1,7,0,0,0,20,11,14,11,1,1,1,0,1,1,1,1,1,0,1,1,1
21,Male,Information Technology,0,7,0,0,0,10,9,15,6,1,0,1,0,0,0,1,1,1,0,0,0,0
22,Female,Electronics And Communication,2,7,0,0,0,20,8,16,5,1,0,0,0,1,0,1,1,1,0,0,0,0
21,Male,Electrical,1,7,0,1,1,21,7,11,7,1,0,0,1,0,0,1,0,0,1,1,0,1
22,Male,Information Technology,0,6,0,1,0,24,9,10,5,1,1,1,1,1,1,0,0,1,1,1,1,1
19,Male,Civil,0,6,1,0,0,22,19,9,8,0,0,0,1,0,1,0,1,1,0,1,1,1
21,Male,Electronics And Communication,1,6,1,1,0,21,17,8,10,1,0,1,0,0,0,1,0,1,1,1,0,1
19,Female,Computer Science,1,7,1,0,0,16,14,7,7,1,1,0,1,0,0,0,0,0,1,0,1,0
21,Male,Computer Science,0,6,0,1,0,15,16,6,4,0,0,0,1,0,0,0,0,1,1,1,0,1
20,Male,Information Technology,0,7,0,0,0,11,12,5,5,0,1,1,0,0,0,1,1,1,1,1,0,0
20,Male,Electrical,0,7,1,0,0,24,14,4,2,1,0,1,1,0,1,1,0,0,1,1,0,0
19,Male,Electronics And Communication,1,8,0,1,1,26,15,2,1,1,1,0,0,1,1,0,1,0,1,1,0,0
19,Male,Computer Science,1,6,0,0,0,25,12,1,5,1,1,0,1,0,0,0,1,1,1,0,1,1
21,Male,Civil,0,8,1,0,1,24,14,5,7,0,1,1,1,0,1,1,1,1,1,1,1,0
22,Male,Electrical,3,7,0,0,0,29,19,6,9,1,0,0,0,0,1,1,0,1,0,1,0,1
21,Male,Electronics And Communication,0,8,0,1,1,28,17,4,6,1,1,1,1,1,0,0,1,0,0,0,0,1
22,Male,Computer Science,2,7,0,0,0,27,14,8,7,0,1,0,0,1,1,1,0,0,0,0,1,1
22,Male,Electronics And Communication,1,6,0,0,0,24,32,31,2,1,0,0,0,0,0,1,0,1,1,0,0,1
21,Male,Information Technology,0,6,0,0,0,26,31,32,4,0,1,1,0,0,1,1,1,1,0,1,0,0
21,Male,Information Technology,0,6,0,0,0,25,32,24,2,0,1,0,0,1,0,1,0,0,1,0,1,0
20,Male,Information Technology,0,6,0,0,0,25,34,25,5,1,1,1,0,0,1,0,0,0,0,1,1,0
19,Male,Computer Science,0,6,0,1,0,21,39,29,6,0,0,1,1,1,0,0,1,0,0,0,0,0
21,Female,Electronics And Communication,0,7,0,0,0,24,36,26,8,1,0,1,1,0,0,0,1,1,1,0,0,1
22,Male,Information Technology,0,7,0,1,0,54,35,27,2,1,1,1,0,1,1,1,1,0,0,1,0,0
21,Male,Computer Science,0,7,0,1,0,53,30,31,8,1,1,0,0,1,0,1,0,1,1,0,1,1
22,Male,Computer Science,2,6,0,0,1,50,47,25,6,0,0,0,1,0,0,1,0,0,1,0,1,0
20,Male,Information Technology,0,7,0,1,0,52,42,24,8,1,1,1,1,0,0,0,1,0,1,0,0,1
21,Male,Mechanical,0,8,1,0,1,51,41,22,6,1,0,1,1,0,0,1,1,1,1,0,1,1
21,Female,Electrical,1,7,0,0,1,56,45,20,8,0,0,1,1,0,0,0,1,0,0,0,0,0
20,Male,Electrical,2,7,0,0,1,54,52,66,5,0,1,0,0,1,0,1,1,1,1,1,1,1
21,Male,Civil,0,8,1,0,1,59,54,65,6,0,0,0,0,1,0,0,0,1,1,0,0,1
21,Male,Mechanical,0,8,1,0,1,58,58,62,9,1,1,0,0,1,1,1,0,0,1,1,0,1
21,Male,Electrical,0,7,0,0,0,54,59,78,5,1,0,0,1,0,1,1,1,0,1,0,1,0
20,Male,Information Technology,0,8,0,1,1,55,59,74,8,0,1,1,0,1,0,1,1,1,0,0,1,0
21,Male,Computer Science,0,7,0,0,0,75,53,70,6,1,1,1,0,1,1,0,1,0,1,1,0,0
20,Female,Computer Science,2,6,1,0,1,30,54,64,8,1,0,1,0,1,1,0,1,0,1,0,1,1
21,Male,Computer Science,1,6,0,0,0,35,57,61,7,1,1,1,0,1,0,0,0,1,0,1,0,0
21,Female,Electrical,0,8,0,0,1,45,59,68,9,1,0,1,0,0,0,0,0,1,1,0,1,0
21,Male,Computer Science,0,7,0,0,0,20,91,85,4,1,0,1,1,1,1,0,0,0,1,1,0,1
21,Male,Civil,0,7,0,0,0,75,82,69,8,1,1,1,0,0,1,0,0,0,0,1,0,0
20,Male,Civil,2,7,0,0,0,78,97,91,1,0,1,1,1,1,1,0,0,1,0,0,0,0
20,Female,Information Technology,0,6,0,0,0,78,89,65,2,0,0,0,0,1,0,1,0,1,1,1,1,0
21,Male,Electronics And Communication,1,6,1,1,0,75,90,80,6,1,1,0,1,0,0,0,1,0,1,0,0,0
20,Male,Information Technology,0,8,0,0,1,60,72,72,5,0,1,0,1,0,0,1,1,0,1,0,0,1
20,Male,Computer Science,1,8,0,0,1,71,70,65,4,0,1,1,0,0,0,0,1,1,0,0,0,1
21,Male,Civil,0,8,0,1,1,85,74,60,8,0,0,0,0,0,1,1,0,1,1,1,0,0
20,Male,Computer Science,2,6,0,0,1,93,70,60,9,0,0,1,1,1,0,0,0,1,0,0,0,0
21,Female,Mechanical,1,8,1,0,1,80,70,65,6,1,1,1,1,1,0,0,1,0,0,0,0,1
20,Male,Civil,0,8,0,1,1,86,70,70,7,1,1,1,1,0,0,0,0,1,1,1,0,0
20,Male,Computer Science,1,7,0,0,0,68,60,65,8,0,0,0,0,0,1,0,1,0,0,0,1,1
21,Male,Mechanical,0,6,1,0,0,55,40,60,9,0,0,1,1,1,1,0,1,1,0,0,0,1
20,Male,Mechanical,0,7,1,0,0,55,55,45,9,1,0,0,0,0,1,0,1,1,0,1,0,0
20,Male,Electronics And Communication,1,6,0,1,0,55,80,87,6,1,0,0,1,1,0,0,0,1,1,1,0,0
20,Female,Computer Science,0,6,1,1,0,60,82,80,11,1,0,0,0,0,1,0,0,1,1,1,1,1
20,Male,Mechanical,0,6,1,1,0,70,78,82,6,1,0,1,1,1,0,0,0,1,1,1,0,1
20,Male,Computer Science,1,8,0,0,1,40,80,78,5,0,1,1,0,1,0,0,0,1,0,1,1,0
20,Male,Civil,1,6,0,0,0,45,39,47,7,0,0,1,1,1,1,0,0,0,1,0,1,1
20,Male,Computer Science,0,8,0,0,1,47,64,62,5,0,1,1,1,1,1,1,0,1,0,1,0,1
20,Male,Electronics And Communication,1,6,0,0,0,74,42,46,8,0,1,1,1,0,0,1,1,0,0,1,1,1
21,Female,Information Technology,0,7,0,0,0,77,64,62,10,0,1,1,1,0,1,0,1,1,1,1,0,0
20,Male,Electrical,1,7,0,0,1,86,54,52,7,0,0,0,0,0,0,1,0,0,0,0,0,0
21,Male,Mechanical,3,6,1,0,1,70,56,54,4,1,0,0,0,1,0,1,1,0,0,0,0,0
20,Male,Computer Science,0,7,0,0,0,48,80,74,5,0,0,1,0,1,1,0,1,0,1,1,1,0
21,Female,Electronics And Communication,1,8,0,0,1,60,78,79,2,1,0,1,1,1,0,0,0,0,1,1,1,0
21,Male,Electronics And Communication,1,7,0,1,1,47,54,54,1,0,1,0,0,1,1,1,1,0,1,0,0,0
21,Male,Mechanical,0,7,0,0,0,67,68,65,5,0,0,1,0,1,1,1,1,0,1,0,0,1
21,Female,Electronics And Communication,1,8,0,0,1,59,75,76,7,1,1,0,1,0,0,0,0,0,0,0,1,1
20,Male,Civil,1,8,0,0,1,56,24,30,9,0,1,1,0,0,1,1,1,0,1,1,1,1
21,Male,Electronics And Communication,0,7,0,0,1,89,20,40,6,1,1,1,0,0,0,0,1,1,0,1,0,0
20,Male,Civil,0,6,1,1,0,80,26,27,7,1,0,1,0,0,0,0,0,1,0,1,0,0
21,Male,Information Technology,2,6,0,0,1,57,26,31,2,0,0,0,0,1,1,0,1,1,1,0,0,0
20,Male,Information Technology,0,7,0,0,0,64,20,18,4,0,0,1,1,0,1,1,0,1,1,1,0,0
20,Male,Electronics And Communication,0,6,0,0,0,74,31,21,2,1,1,0,1,1,0,1,1,1,0,0,0,0
20,Male,Information Technology,0,6,0,0,0,74,21,28,5,1,1,1,0,0,1,1,0,1,1,1,1,1
20,Male,Mechanical,1,6,1,0,0,40,29,31,6,1,0,0,1,0,1,0,0,1,1,0,1,1
21,Male,Electronics And Communication,0,7,0,0,0,60,26,36,8,0,1,0,1,0,1,0,1,0,0,0,1,0
20,Male,Mechanical,3,8,1,0,1,76,21,21,2,0,0,0,0,0,0,1,1,1,1,0,1,1
20,Male,Mechanical,0,7,1,0,0,25,21,21,8,1,1,1,0,0,0,1,0,0,0,1,1,1
21,Male,Civil,1,6,0,0,0,27,25,17,6,0,1,1,0,1,0,1,1,0,0,1,0,0
20,Male,Information Technology,1,8,0,0,1,24,26,14,8,0,0,1,0,1,1,1,0,0,1,1,1,1
21,Male,Computer Science,1,6,0,0,0,28,23,14,6,0,0,0,1,1,0,1,1,0,0,1,1,1
21,Male,Computer Science,1,7,1,0,0,26,24,18,8,0,0,0,1,0,0,0,0,1,0,1,0,1
21,Male,Computer Science,1,8,0,0,1,23,28,19,5,0,0,0,0,0,0,1,0,1,1,0,0,1
20,Male,Mechanical,1,8,1,0,1,25,29,16,6,1,1,1,0,1,0,0,1,0,0,0,0,1
20,Male,Information Technology,0,8,0,1,1,26,32,17,9,0,1,1,1,0,0,0,1,0,1,0,1,0
20,Male,Computer Science,0,6,0,1,0,31,31,14,5,1,0,0,1,0,1,1,1,1,1,0,0,0
21,Male,Mechanical,1,8,1,0,1,32,34,17,8,0,0,0,1,0,1,0,0,1,0,0,0,0
20,Male,Civil,0,8,0,0,1,36,36,16,6,1,0,0,1,0,1,1,0,0,1,0,0,0
20,Female,Electronics And Communication,0,6,0,0,0,39,12,19,8,0,1,0,1,0,0,1,0,0,0,0,1,1
21,Male,Electrical,0,8,0,0,1,34,21,18,7,1,0,0,1,1,1,1,0,1,0,0,0,0
21,Male,Mechanical,0,6,1,0,0,37,25,17,9,1,1,1,0,0,0,0,0,0,0,1,1,0
21,Female,Computer Science,1,6,1,0,0,32,27,35,4,1,1,1,0,1,0,1,0,0,1,0,1,1
20,Male,Information Technology,0,6,0,0,0,50,36,36,8,1,1,1,1,0,0,1,1,1,0,0,0,1
21,Male,Civil,1,8,0,0,1,51,35,32,1,0,0,0,0,1,1,0,1,1,1,0,1,1
20,Male,Mechanical,1,8,1,0,1,41,32,24,2,0,1,1,1,1,0,1,1,0,0,0,0,1
21,Female,Electrical,1,8,0,0,1,12,31,35,6,1,0,0,1,0,1,1,0,1,0,1,0,0
21,Male,Civil,0,7,0,0,0,19,27,28,5,0,0,0,0,1,1,1,1,1,0,0,0,0
21,Male,Mechanical,0,7,1,0,0,31,26,27,4,1,1,0,1,1,0,0,0,0,1,1,1,0
21,Male,Electronics And Communication,0,7,0,0,1,28,26,26,8,1,1,0,1,0,0,0,1,1,0,0,1,0
20,Male,Computer Science,1,8,0,0,1,24,25,21,9,1,1,0,1,1,0,1,0,0,1,0,1,1
21,Female,Information Technology,1,8,1,0,1,26,21,25,6,1,1,0,1,1,0,1,0,1,1,0,1,0
20,Female,Information Technology,1,8,1,0,1,28,14,12,7,0,0,1,0,1,1,1,1,0,0,0,0,0
20,Male,Mechanical,0,7,1,0,0,27,14,21,8,0,0,0,1,1,0,1,0,1,1,1,0,0
20,Male,Information Technology,2,6,0,0,1,29,12,21,9,0,0,1,0,1,1,0,0,1,0,1,1,1
21,Male,Computer Science,1,7,0,0,0,27,17,23,9,0,1,1,1,1,0,1,0,1,0,1,1,1
21,Female,Mechanical,1,6,1,0,0,25,16,10,6,0,0,1,1,0,0,1,0,0,1,0,1,0
21,Male,Computer Science,2,6,0,0,1,21,15,14,11,1,0,0,1,0,1,0,1,0,1,1,0,0
20,Male,Information Technology,1,7,0,0,0,21,14,11,6,1,0,1,1,1,0,1,1,0,0,1,1,0
20,Male,Civil,0,6,1,0,0,24,13,12,5,0,1,1,1,1,1,0,1,1,1,0,0,0
21,Male,Mechanical,0,7,1,1,0,21,12,13,7,0,1,0,0,1,0,0,1,0,0,0,0,0
21,Male,Computer Science,2,7,0,1,0,23,11,14,5,1,0,0,0,1,0,1,1,0,0,0,0,1
20,Male,Information Technology,0,7,0,1,0,25,9,15,0,0,0,0,1,1,1,1,1,0,1,0,1,1
20,Male,Civil,0,7,1,0,0,20,8,16,5,1,0,0,0,0,1,1,0,0,1,1,0,0
21,Male,Electronics And Communication,0,7,0,0,1,21,7,11,0,0,0,0,0,0,0,0,0,1,0,1,1,1
21,Female,Information Technology,1,8,1,0,1,24,9,10,5,1,1,0,1,0,1,1,1,0,1,1,0,0
21,Male,Mechanical,0,6,1,0,0,26,19,9,8,0,0,0,1,0,0,1,1,1,0,1,0,1
21,Female,Computer Science,1,8,1,0,1,25,17,8,6,1,0,1,1,1,1,1,0,0,0,0,1,0
20,Female,Information Technology,0,7,0,0,0,24,14,7,8,1,0,0,0,0,1,1,0,0,1,0,0,0
21,Male,Mechanical,1,7,1,0,0,24,16,6,7,1,0,1,1,0,0,1,1,1,1,0,1,1
21,Male,Civil,0,8,0,0,1,21,12,5,9,0,0,1,1,1,0,0,0,0,1,0,0,1
21,Male,Information Technology,0,7,0,0,0,23,14,4,4,0,1,0,1,1,0,0,1,1,1,0,1,1
20,Male,Information Technology,1,7,0,1,0,20,15,2,8,1,1,1,0,0,0,0,1,1,0,1,1,0
21,Male,Mechanical,0,6,0,1,0,10,12,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0
21,Male,Electrical,2,6,0,1,0,20,14,5,2,0,1,0,1,0,0,0,1,0,1,0,0,0
21,Male,Electrical,0,7,0,0,0,10,19,6,6,1,0,0,1,0,1,0,0,1,1,0,0,0
20,Male,Computer Science,1,7,1,0,0,20,17,4,5,0,0,1,0,0,0,1,0,1,0,1,0,0
20,Female,Computer Science,0,7,1,0,0,21,14,8,4,0,0,0,0,0,1,0,0,0,1,1,1,0
20,Male,Computer Science,1,8,0,0,1,24,32,31,8,0,1,1,1,0,0,0,0,1,0,0,1,0
20,Male,Civil,0,7,0,1,0,22,31,32,9,1,1,0,0,1,0,0,1,0,0,0,1,1
20,Male,Civil,2,9,0,0,1,21,32,24,6,1,0,1,0,1,1,1,1,1,0,0,0,0
21,Female,Computer Science,1,9,1,0,1,16,34,25,7,1,0,0,1,0,0,0,0,0,1,0,1,1
20,Male,Electrical,0,9,1,0,1,15,39,29,8,1,1,0,0,1,1,1,0,1,1,0,0,0
20,Male,Civil,2,9,0,0,1,11,36,26,9,0,1,0,0,1,0,1,0,1,0,1,1,1
20,Male,Information Technology,0,8,0,0,1,24,35,27,9,0,1,1,0,1,1,1,1,0,0,0,1,0
21,Male,Computer Science,1,8,0,0,1,26,30,31,6,1,1,1,1,0,1,0,1,1,1,1,1,0
21,Male,Information Technology,1,8,0,0,1,25,47,25,11,0,0,1,0,0,1,0,1,0,1,0,1,0
20,Male,Electronics And Communication,0,7,0,0,1,24,42,24,6,0,1,0,0,0,1,0,1,1,0,0,1,0
20,Male,Computer Science,1,9,0,0,1,29,41,22,5,1,0,1,1,1,0,1,1,1,0,1,0,0
20,Male,Electrical,3,7,0,0,1,28,45,20,7,0,0,0,1,1,1,0,0,1,1,1,0,1
21,Male,Civil,1,8,0,0,1,27,52,66,5,0,1,1,0,1,1,0,1,1,1,1,0,0
21,Male,Mechanical,0,7,1,1,0,24,54,65,8,1,0,1,0,1,0,0,0,0,0,0,1,1
21,Male,Electronics And Communication,2,7,1,1,1,26,58,62,10,1,1,0,1,0,0,0,1,0,0,1,0,1
21,Female,Computer Science,1,7,1,0,0,25,59,78,7,1,0,0,0,0,0,1,0,0,1,0,1,0
21,Male,Computer Science,2,8,0,0,1,25,59,74,4,0,0,0,0,0,1,0,1,1,0,1,1,1
21,Male,Computer Science,0,8,0,0,1,21,53,70,5,1,1,0,0,0,1,0,0,0,1,1,1,0
21,Male,Civil,0,7,0,0,0,24,54,64,2,1,1,0,0,1,0,0,1,1,0,0,0,0
21,Male,Computer Science,0,8,0,0,1,54,57,61,1,1,1,0,0,1,1,1,0,1,1,0,0,1
21,Male,Information Technology,1,9,1,0,1,53,59,68,5,1,0,1,0,0,0,0,1,1,1,1,0,0
21,Male,Information Technology,0,7,0,0,0,50,91,85,7,1,1,0,0,1,0,1,0,0,0,1,1,0
20,Female,Computer Science,0,7,1,0,0,52,82,69,9,1,1,1,0,0,0,0,1,1,0,1,1,0
21,Male,Information Technology,1,7,0,0,0,51,97,91,6,0,1,1,1,0,1,0,0,1,1,0,1,1
21,Male,Computer Science,1,8,0,0,1,56,89,65,7,1,0,1,1,0,0,1,1,0,0,0,0,0
20,Male,Electrical,0,9,0,1,1,54,90,80,2,1,1,1,1,1,1,0,0,0,1,1,1,1
21,Male,Electrical,1,9,0,0,1,59,72,72,4,0,1,0,1,1,1,1,1,0,0,0,1,1
20,Male,Computer Science,1,9,0,0,1,58,70,65,2,0,1,0,1,1,0,1,1,0,0,0,1,1
21,Male,Mechanical,1,9,1,0,1,54,74,60,5,1,0,0,0,0,1,0,0,1,1,1,0,1
21,Female,Computer Science,1,8,1,0,1,55,70,60,6,1,0,1,1,1,1,0,0,1,0,0,1,0
21,Male,Electronics And Communication,1,9,0,1,1,78,70,65,8,0,1,0,0,0,1,1,1,1,0,1,0,1
20,Female,Mechanical,1,8,1,0,1,30,70,70,2,1,0,0,1,1,1,0,1,0,1,0,1,1
21,Male,Computer Science,1,8,0,0,1,35,60,65,8,1,1,0,0,1,0,1,1,1,1,1,1,1
20,Female,Information Technology,0,8,0,0,1,45,40,60,6,1,0,1,0,1,1,0,1,0,0,0,1,1
20,Male,Civil,1,9,0,0,1,20,55,45,8,0,0,1,0,0,1,0,1,0,1,0,0,1
21,Female,Electronics And Communication,0,9,0,0,1,75,80,87,6,1,0,0,0,1,0,0,0,0,1,0,0,1
21,Female,Information Technology,0,8,0,0,1,78,82,80,8,0,0,1,0,0,1,1,0,1,0,0,1,1
21,Male,Mechanical,0,7,1,0,0,78,78,82,5,0,0,1,1,1,0,1,1,1,1,1,1,1
21,Male,Electrical,0,9,0,0,1,75,80,78,6,1,0,0,0,0,1,0,1,0,0,1,1,1
20,Male,Electrical,1,8,0,0,1,60,39,47,9,0,1,1,0,0,0,1,0,0,1,1,0,0
21,Female,Computer Science,2,9,1,1,1,71,64,62,5,0,1,1,0,1,1,0,1,1,0,0,1,0
20,Female,Information Technology,0,7,0,0,0,85,42,46,8,1,1,1,1,0,0,0,1,0,1,1,1,1
21,Male,Mechanical,1,9,1,1,1,93,64,62,6,1,0,0,1,1,0,0,1,1,1,0,1,0
21,Male,Civil,0,9,1,0,1,80,54,52,8,0,0,1,1,0,1,1,0,0,0,0,0,0
20,Male,Electronics And Communication,1,7,0,1,1,86,56,54,7,1,0,0,0,1,0,0,0,0,0,0,1,1
20,Male,Computer Science,1,7,0,0,0,68,80,74,9,0,0,1,1,0,1,0,1,0,1,0,0,1
21,Male,Information Technology,0,7,0,0,0,55,78,79,4,0,0,0,1,1,0,0,0,0,0,1,0,1
20,Male,Mechanical,0,9,1,0,1,55,54,54,8,0,0,0,1,1,1,0,1,1,0,1,1,0
21,Male,Electronics And Communication,0,9,0,1,1,55,68,65,1,1,0,1,1,0,0,0,1,1,1,1,1,1
21,Male,Electronics And Communication,0,8,0,0,1,60,75,76,2,0,0,1,1,0,0,1,1,0,1,1,0,1
